genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group,type
Tbc1d2,145.09282845968852,22.693819456091692,1.9218053764572474,11.808594009621629,3.5240491559094717e-32,7.146771688184409e-29,5,Significant
Cyp2j6,133.216018476475,-26.73013924911147,3.150427075261648,-8.484608153290292,2.1644687022738082e-17,2.9263616854741884e-15,5,Significant
Junos,75.82380969960185,21.92024078510578,2.733909272880347,8.017910836525827,1.0755883502786879e-15,1.03871103541199e-13,5,Significant
Sgcb,41.89394235738019,-26.718769791587995,2.9925549810287935,-8.928414001069582,4.3215966669877474e-19,9.737997822945725e-17,5,Significant
Slc46a3,63.26193376396633,-23.740152957585444,2.950568342103059,-8.045959355974219,8.557239117966179e-16,9.113719894833579e-14,5,Significant
Gm15581,85.12330541923484,20.694810483918538,2.573999050997068,8.039944877175524,8.987889442636665e-16,9.113719894833579e-14,5,Significant
Ccser1,646.5397506261957,-11.136355597722599,1.4905861177864252,-7.471125260619288,7.951192013546606e-14,5.560350828783626e-12,5,Significant
Vamp1,50.725827718348846,-21.935233719467767,2.5442178241532383,-8.6216020936683,6.602378277993261e-18,1.0299710113669487e-15,5,Significant
Far2,294.24288451931443,20.20820745876651,2.6455574539071436,7.638544167287549,2.1969159441388247e-14,1.591194833826263e-12,5,Significant
Hbb-bt,21.75017081915365,-29.341701586101653,3.9901427638210416,-7.353546808436359,1.9301537072152826e-13,1.18616718734321e-11,5,Significant
Zfp790,93.05018447246712,19.775085604083568,2.26545022037676,8.728987035872647,2.569636737052462e-18,4.342686085618661e-16,5,Significant
Akap17b,18.536792042679767,-23.578045410560385,3.0849745439035616,-7.642865467773355,2.1243993126286587e-14,1.591194833826263e-12,5,Significant
Prickle3,40.34132113434949,-26.030764794742637,3.380682726990137,-7.699854407194887,1.3622134928687009e-14,1.0625265244375868e-12,5,Significant
Stx11,83.67193613877274,23.011270191637664,2.423850539082389,9.49368363296409,2.230111274047117e-21,2.955640808537112e-19,6,Significant
Prdm4,81.46668607046266,21.394895730516037,2.2952933893363143,9.321203045290165,1.1502852771913356e-20,1.2704261839202084e-18,6,Significant
Otogl,37.927057820656955,21.73706747025668,2.9260311710665405,7.428857110340866,1.0953999799456517e-13,5.5837311798255265e-12,6,Significant
Cnrip1,60.881188459500365,-26.37353180933369,2.9338602338819983,-8.989362037344568,2.486696273351081e-19,2.4717760957109745e-17,6,Significant
Pik3r5,117.3565228050164,22.20197782051826,2.485993014805493,8.930828722483506,4.2282929789943777e-19,3.8856450236327815e-17,6,Significant
Wfdc21,113.61985354607968,24.128085649856086,2.827291747384277,8.533992175437376,1.4138240775590067e-17,1.0409934319212243e-15,6,Significant
Mycn,103.82036657641888,-28.130176294125317,2.5233257644528444,-11.148055748650052,7.318805452109944e-29,4.8499284129315223e-26,6,Significant
Zfyve1,377.7821239339138,-9.838510716041457,1.3694805679178046,-7.184118523857696,6.764216606334154e-13,3.3618156533480744e-11,6,Significant
Wdr35,1.8662499843877831,-23.594322583397393,2.383889994293983,-9.897404091578114,4.272201601282584e-23,1.0152760059055476e-20,6,Significant
Tent4a,53.084778200150126,19.209771061494873,2.151398785932449,8.928968068172013,4.300009583497042e-19,3.8856450236327815e-17,6,Significant
Phf11b,87.73826733704907,-27.71104010094034,3.3769401392594833,-8.205961301705807,2.287530956020966e-16,1.421128606428025e-14,6,Significant
Htr2a,44.70880272102398,-26.508453272781345,3.153516679132752,-8.405997484710127,4.242402356560752e-17,2.908239960290612e-15,6,Significant
Mtrf1,129.4738886724494,18.851361260704657,2.214949817516505,8.51096540049002,1.724911068871431e-17,1.224686858898716e-15,6,Significant
Ptk2,112.74478660702223,-6.943903713945455,0.983495132468813,-7.060435262668317,1.6598186042026705e-12,7.856474726559308e-11,6,Significant
Slc25a27,126.53860013513447,-29.998723317947174,3.1657685059471805,-9.475968713944775,2.6429685495344382e-21,3.2838884227965396e-19,6,Significant
Xdh,86.21576898229377,23.11510544005227,2.409821745338253,9.592039529383422,8.636072296693002e-22,1.2263222661304064e-19,6,Significant
Lhcgr,25.476919800540582,-24.460802305589773,3.2047204321248675,-7.632741396219454,2.2981358638846965e-14,1.3844527567887202e-12,6,Significant
Trem1,102.3173426451508,20.73415468923968,2.7735042443266398,7.47579699279443,7.673734132219513e-14,4.123076609419565e-12,6,Significant
Galm,87.21458424068982,22.844446271316443,2.7687283819181157,8.2508802309782,1.5723207003843485e-16,1.0083140491497047e-14,6,Significant
Nrg2,1002.4697288574088,10.763178971487248,1.4219628392410677,7.569240682289411,3.754120480770986e-14,2.195056328168447e-12,6,Significant
Pmaip1,59.01264303163577,21.57726730330332,2.877295510672169,7.499148844208436,6.423355611818908e-14,3.5471197100822195e-12,6,Significant
Dclre1a,134.95475747208354,22.016169788913626,2.233209541493832,9.858532923062219,6.296259964126464e-23,1.0430804007236175e-20,6,Significant
Vps37c,133.86998933271278,21.648569390546466,2.3466765326048047,9.22520385309202,2.8302203261436966e-20,2.96130421493351e-18,6,Significant
Crat,90.95504913659575,20.322966840183195,2.855714137451988,7.116597061888124,1.1062428140212657e-12,5.363928571400673e-11,6,Significant
Lcmt2,107.05462351221824,21.070209182335535,1.9661876369495725,10.716275896752538,8.537190149917615e-27,4.242983504509055e-24,6,Significant
Sla2,101.0878428131699,-26.241748528970625,2.479157675820171,-10.584945356607525,3.49984899916032e-26,1.1596166350551192e-23,6,Significant
Nfatc2,63.638465949249834,-23.411818714885168,2.635816494086677,-8.882188410084092,6.555767556478107e-19,5.666463435773251e-17,6,Significant
Gucy1a1,173.11327867839552,-28.39132633013372,2.4408337864504257,-11.631814705179785,2.839950650581176e-31,2.822910946677689e-28,6,Significant
I830077J02Rik,105.56164390603189,18.618665844854224,2.473348756947691,7.527715528412232,5.1635733365816454e-14,2.9329096551783745e-12,6,Significant
Manea,111.13419959314376,23.25349983952443,2.3874256280556354,9.73998920270556,2.035759874754949e-22,3.1131466392406454e-20,6,Significant
Tbc1d2,145.09282845968852,23.422679389375205,1.8112448432120518,12.931812878394481,2.9771508967582435e-38,5.918575982755388e-35,6,Significant
Junos,75.82380969960185,19.17745583426644,2.569847896396536,7.462486733614562,8.490456620547239e-14,4.441849410959977e-12,6,Significant
Gm15581,85.12330541923484,20.93474343949175,2.4194448485109534,8.652705372629606,5.029274125694673e-18,3.845460369954235e-16,6,Significant
Ccser1,646.5397506261957,-12.297309402274799,1.410142869088254,-8.720612408745351,2.7670109125195684e-18,2.2003270776355607e-16,6,Significant
Tnip3,132.17463648801862,-27.409331732119085,2.59856916741872,-10.547855364321917,5.196978935037313e-26,1.475942017550597e-23,6,Significant
Far2,294.24288451931443,24.53565586531415,2.4857957198365237,9.870342791855688,5.597299769061706e-23,1.0152760059055476e-20,6,Significant
Zfp507,141.6337135874936,21.54867947052365,2.4464727776564903,8.80806018661913,1.273300676776859e-18,1.0547173939301648e-16,6,Significant
Cttn,56.182208379324514,-22.338953963290678,2.3746448574039887,-9.407282058889466,5.091317090764582e-21,5.953846103788229e-19,6,Significant
Zfp790,93.05018447246712,21.074569541005236,2.130903759888642,9.889967786300478,4.601759614622628e-23,1.0152760059055476e-20,6,Significant
Pcsk7,170.0680402252657,23.57028801204959,2.2084657994338937,10.67269776968766,1.3660167792928313e-26,5.431282714468298e-24,6,Significant
Il18,61.11870671395371,-27.145592639364924,2.7503196236615817,-9.86997744037662,5.61772437875303e-23,1.0152760059055476e-20,6,Significant
Prickle3,40.34132113434949,-26.325040474457243,3.1611252147938997,-8.327743662686133,8.239768739877582e-17,5.460220084958878e-15,6,Significant
D630023F18Rik,14.119205156390409,20.84073648145204,2.731143169878681,7.63077406973791,2.3334831507341598e-14,1.1597411259148774e-12,7,Significant
Lax1,173.86253846801614,-26.404779581812033,2.4091946000444486,-10.960002808127195,5.949752256522941e-28,1.6897296408525153e-25,7,Significant
Ifi206,42.03562681069257,-26.800003242060722,3.6277210389557393,-7.387559008609785,1.4954877071764074e-13,6.1938115872222866e-12,7,Significant
Slamf1,57.35720322191717,-22.79310424987984,3.0297231171623356,-7.52316412043225,5.346623882666118e-14,2.3106713649435314e-12,7,Significant
Stx11,83.67193613877274,21.369390462741638,2.2970668325088903,9.302903233077322,1.366620719711443e-20,1.1812356481679778e-18,7,Significant
Prdm4,81.46668607046266,20.364868179223635,2.176091841172135,9.358459874678017,8.090739619874222e-21,7.659233506814264e-19,7,Significant
Otogl,37.927057820656955,21.891393973512848,2.7699377561499032,7.903207905993153,2.7181564942074727e-15,1.5010264195790154e-13,7,Significant
Tbxa2r,3.0590232934844357,-29.99754164252712,3.831351271286,-7.829493961397696,4.898375177405476e-15,2.631883743968131e-13,7,Significant
Nlrp3,37.817624920613774,16.88234169839954,1.959311859866588,8.616464813084468,6.90530045950133e-18,5.084347153143942e-16,7,Significant
Pik3r5,117.3565228050164,23.858450742216625,2.3553575514465064,10.129439043156877,4.08988965001643e-24,6.775583853527219e-22,7,Significant
Wfdc21,113.61985354607968,23.468719477719745,2.6769597652004453,8.766930225401596,1.8360348889826364e-18,1.4600149437189924e-16,7,Significant
Itgb3,47.580684628531465,20.130122961201092,2.8707966792743638,7.012033665264402,2.348786658515345e-12,8.1919085563658e-11,7,Significant
Mycn,103.82036657641888,-27.989128561163504,2.3761469033616027,-11.779207978078496,4.996030173636822e-32,3.310702661730001e-29,7,Significant
2610307P16Rik,4594.919986170895,-7.187723640916839,0.9520484952560799,-7.549745287905214,4.361103048882145e-14,1.9266384135950452e-12,7,Significant
Tent4a,53.084778200150126,19.045984160064858,2.0403538253024127,9.334647708586497,1.0132765615872736e-20,9.156335474706818e-19,7,Significant
Itga2,8.684687955167677,-29.334060065345913,3.8117845768350103,-7.695623788294585,1.4080553726495684e-14,7.366352844282479e-13,7,Significant
Tert,9.487607407753918,-29.303971861301704,3.380052053725403,-8.669680642640888,4.333340520876415e-18,3.3133388290393513e-16,7,Significant
Mtrf1,129.4738886724494,23.376434098782553,2.0989109462457693,11.137411113413346,8.248224405853235e-29,2.732911686472705e-26,7,Significant
Ptk2,112.74478660702223,-7.061334033546239,0.9277258194715348,-7.611444982277871,2.7104827983410357e-14,1.2763345098310259e-12,7,Significant
Serac1,40.378482282725926,22.50033760368037,3.097935560964277,7.263010208216474,3.7856935213085856e-13,1.5051917440722936e-11,7,Significant
Xdh,86.21576898229377,22.27598061540515,2.283778430286177,9.754002542450571,1.773353283822864e-22,2.073780193082267e-20,7,Significant
Lhcgr,25.476919800540582,-29.839746449794468,3.021311883825428,-9.876420441577496,5.268121299320131e-23,7.480732245034587e-21,7,Significant
Afdn,127.21635023396121,-7.1796658970799685,0.9431412135994894,-7.612503614044011,2.6883667494754886e-14,1.2763345098310259e-12,7,Significant
Gabbr1,35.47805286216892,-23.2710326146614,2.783570807819193,-8.360136752868609,6.2645596745327e-17,4.294463666541727e-15,7,Significant
Trem1,102.3173426451508,21.57526993490357,2.6260762966078763,8.21578183496516,2.107863713488265e-16,1.3095103320045847e-14,7,Significant
B430306N03Rik,3.8720335256486864,18.344798454197594,2.272111419463347,8.07389914818987,6.808812135551576e-16,4.101793492568646e-14,7,Significant
Galm,87.21458424068982,21.813437325418263,2.6218116420528634,8.319986445837301,8.797337220246861e-17,5.829702131283587e-15,7,Significant
Nrg2,1002.4697288574088,9.96381954324752,1.349777373750754,7.381824393425794,1.5613504615945837e-13,6.334621872755168e-12,7,Significant
Gm4951,28.482118616909936,-26.971697830450527,3.038138527268829,-8.877705077752678,6.825392022148327e-19,5.653699725012864e-17,7,Significant
Pmaip1,59.01264303163577,20.70403709038813,2.72414453704805,7.600197716683394,2.9567865190765594e-14,1.3359299090736819e-12,7,Significant
Prkg1,2534.8384965694904,-9.429770726831412,1.1109645835667237,-8.487912995891707,2.1038097564105638e-17,1.4937049270515003e-15,7,Significant
Dclre1a,134.95475747208354,22.894841595971464,2.1174375516990693,10.81252270113007,3.0029636728546168e-27,7.462364727043723e-25,7,Significant
Vps37c,133.86998933271278,22.34830755543825,2.2242055445526088,10.047770814245288,9.396899979909473e-24,1.4370028584661564e-21,7,Significant
Crat,90.95504913659575,21.451864324442273,2.703570705222079,7.934641503182051,2.111042098237347e-15,1.1990719117988129e-13,7,Significant
Rnd3,5.3881519829153675,-29.996038018141828,4.272038741206498,-7.021480804659189,2.1952898054954567e-12,7.793278809508872e-11,7,Significant
Lcmt2,107.05462351221824,21.895140626662997,1.8662167654854191,11.73236733888621,8.699112753896184e-32,4.3234590386864035e-29,7,Significant
I830077J02Rik,105.56164390603189,22.507814181786756,2.3420904388839596,9.610138792297047,7.245125981992521e-22,7.580689711684806e-20,7,Significant
Pkia,8.918201342264558,-22.946107211901204,3.2114260158267722,-7.145145832043649,8.990039522226733e-13,3.372112937771084e-11,7,Significant
Manea,111.13419959314376,21.934476662314793,2.262728980286865,9.693815235235983,3.2033377174024512e-22,3.537908545664485e-20,7,Significant
Tbc1d2,145.09282845968852,22.33944579377948,1.7209087335477646,12.981191482319499,1.5642801932027477e-38,3.1097890240870625e-35,7,Significant
Junos,75.82380969960185,23.20042536488912,2.4334582472765267,9.533931963227447,1.514362834832443e-21,1.5052766578234485e-19,7,Significant
Hectd3,25.700471907085472,20.231024228110016,2.5087488582633393,8.0641887136183,7.372380166327698e-16,4.3106740501939596e-14,7,Significant
Casp9,106.57313703704256,22.664271870692936,3.043610133842649,7.4465095311266465,9.584211556927856e-14,4.053917569185655e-12,7,Significant
Oas2,180.45888798530376,-26.66992675967462,2.2641455873912455,-11.77924551680609,4.993805838392516e-32,3.310702661730001e-29,7,Significant
Gm15581,85.12330541923484,22.584434289073464,2.2925453378984804,9.851248704104608,6.769760018035533e-23,8.97218861056976e-21,7,Significant
Alox5,78.65424080128186,21.728142603857872,3.0498842758060007,7.124251492498259,1.0464781374815966e-12,3.85258988391373e-11,7,Significant
Ccser1,646.5397506261957,-10.792841678568273,1.3067939642945057,-8.259023207529863,1.4686937457802935e-16,9.418590860036204e-15,7,Significant
Far2,294.24288451931443,24.75370035650753,2.3552727552953963,10.509908162803395,7.776924252229846e-26,1.5460525413432936e-23,7,Significant
Zfp507,141.6337135874936,22.783570876475693,2.318119797653293,9.828469995183266,8.489875645240157e-23,1.0548670489210895e-20,7,Significant
Hbb-bt,21.75017081915365,-25.210457642454315,3.521131045882298,-7.159761256808683,8.081768473739451e-13,3.08972225496039e-11,7,Significant
Trim30b,6.2261239978310305,-27.93862036288155,3.636014357260033,-7.683858647889132,1.543669852525958e-14,7.868758120055396e-13,7,Significant
Zfp790,93.05018447246712,21.645283423513245,2.0211235360900455,10.70953013856195,9.182667559887598e-27,2.0283492343396162e-24,7,Significant
Carmil2,40.34204794661988,-29.360679544536772,2.5440368429902636,-11.540980479679767,8.198532887477172e-31,3.259736676060924e-28,7,Significant
Casp12,7.21401000953762,-25.078025855890754,3.2958055642593287,-7.609073219562506,2.7606832959121787e-14,1.2763345098310259e-12,7,Significant
Trpc6,210.35895270768015,-12.279428474893026,1.7337281592769365,-7.0826723377523315,1.4140074378730206e-12,5.110994157257391e-11,7,Significant
Pcsk7,170.0680402252657,21.44027053216622,2.0943742526381937,10.23707701961998,1.3526115372404157e-24,2.444537941849042e-22,7,Significant
Phka1,21.898548833225657,17.00393149052464,2.35106011701027,7.232452869877152,4.743472861714281e-13,1.8490243233505862e-11,7,Significant
Tmem237,85.47856826899141,-26.181945152555443,3.16524756442255,-8.271689534443077,1.320738598924563e-16,1.1160241160912558e-14,8,Significant
Zbtb37,8.750287151404821,-18.12581914976263,2.3490981785906495,-7.716075605080621,1.1996616628234862e-14,6.951182434874372e-13,8,Significant
Retreg2,219.48766467381893,-25.009879130519064,2.8216756390951434,-8.863484797472768,7.755147619025009e-19,1.429767215580247e-16,8,Significant
Ust,48.18726569876916,-24.471904832894683,2.694715201139349,-9.081443865588374,1.0714393446993577e-19,2.7160987388128718e-17,8,Significant
AU041133,68.29617003604841,-24.346228293529265,3.4457951049402906,-7.065489256347162,1.600510698786585e-12,5.7961351734628476e-11,8,Significant
Jade2,70.31462110445668,-22.46912405335133,2.5904535380842093,-8.673818589299444,4.178658389633043e-18,6.263037057531818e-16,8,Significant
Cntrob,120.82803929922159,-22.79776945857039,2.9804475874518563,-7.649109333293601,2.0237611950537363e-14,1.0800493956760467e-12,8,Significant
Arhgap27,118.974921574272,-22.983190937386752,2.8444685351991774,-8.079959631466764,6.478821656669269e-16,5.05348089220203e-14,8,Significant
Cnrip1,60.881188459500365,-28.045718220212244,3.963968815167892,-7.075161164966022,1.4927517177099887e-12,5.625865208510092e-11,8,Significant
Scarf1,124.32910653568119,-24.870791112512197,3.351422165955766,-7.420966348302316,1.1626885845928147e-13,5.4835638361726234e-12,8,Significant
Cep95,242.43370427472348,-26.246536147603955,2.3243089300056483,-11.292189178802566,1.4341934971584092e-29,1.454272206118627e-26,8,Significant
Bahcc1,172.12682577894216,-26.154324315428955,2.512761735002427,-10.408597023387772,2.2653549676797932e-25,7.6568997907577e-23,8,Significant
4930447C04Rik,163.72138794377432,-25.781897657914268,3.0982733230725112,-8.321376124539828,8.694785755759994e-17,8.015011596673305e-15,8,Significant
Tmed8,63.012077369020105,-24.67935708624078,3.3014801131989318,-7.475240268016638,7.706292258240359e-14,3.721038261836059e-12,8,Significant
Sp4,199.06110777883976,-26.245632890045783,3.041902001194795,-8.62803367095227,6.2415706744199015e-18,8.438603551815706e-16,8,Significant
Ptch1,170.20319754242044,-26.32079980194309,2.3907948707244038,-11.009225477369359,3.4495640535341438e-28,2.331905300189081e-25,8,Significant
Tent4a,53.084778200150126,20.54853157803119,2.837933223013298,7.240667754758832,4.4648095036609303e-13,1.9265178028562482e-11,8,Significant
Lysmd3,152.97165737713277,-26.673976443917827,3.158994503542818,-8.443818567586273,3.071357840327235e-17,3.460396500102018e-15,8,Significant
Prxl2a,132.45814093241637,-27.31719294082968,3.27511471866093,-8.340835447742313,7.376748774028535e-17,7.1238316732047e-15,8,Significant
Dnah12,44.335157493924896,22.957226187984265,2.7463008251797802,8.359326836120156,6.30771368936347e-17,6.3960216810145586e-15,8,Significant
Mtrf1,129.4738886724494,24.60140063370124,2.922983859499449,8.41653659966297,3.877778989262771e-17,4.139018836960474e-15,8,Significant
Prpf40b,106.22270942124419,-25.11053218603764,3.1430982866817287,-7.989101802014486,1.3592541894216705e-15,9.844883914811242e-14,8,Significant
Srl,102.77256870550286,-23.434707980450153,2.7029848075849494,-8.669936995091174,4.323595601846422e-18,6.263037057531818e-16,8,Significant
Slc35a5,101.6043552459281,-25.257916914110638,3.613813287418909,-6.989270032860657,2.7632013409495533e-12,9.661676412837404e-11,8,Significant
Rabl3,128.07000968933775,-23.047435619627574,2.9347325439077516,-7.853334256122261,4.051200729026934e-15,2.650269380150523e-13,8,Significant
Tbc1d24,28.692864052221886,-23.632741229920214,3.3404709857991177,-7.074673400962564,1.4980114460529831e-12,5.625865208510092e-11,8,Significant
Prr3,124.08116729815235,-23.886552196487372,2.675484690326396,-8.927934546907585,4.340363127291338e-19,8.802256422146835e-17,8,Significant
Trim39,159.45700193883323,-21.005551555049525,2.931592617563887,-7.165235520515415,7.765293595679543e-13,3.2138806963343085e-11,8,Significant
Xdh,86.21576898229377,23.975083893841756,3.189759815825246,7.516266201265372,5.6362734534492005e-14,2.930862195793584e-12,8,Significant
Prepl,171.69981330146072,-25.9799731274389,3.0732347276620433,-8.453624740601285,2.823959314943168e-17,3.368817347473379e-15,8,Significant
Galm,87.21458424068982,-27.374560113934244,3.7558699427992788,-7.2884739170525625,3.1348556657097405e-13,1.4127749533465232e-11,8,Significant
Mamdc2,16.344863600797385,-25.385133296026922,3.1475703992900534,-8.06499301866374,7.324005208952066e-16,5.501141690279552e-14,8,Significant
Pcgf6,70.96088939927638,-23.6850406629881,3.3464553793043135,-7.077650223416971,1.4661922000478287e-12,5.625865208510092e-11,8,Significant
Sh3pxd2a,69.24581189849994,-19.887801831574087,2.8160374591373944,-7.062335682731329,1.63726872595178e-12,5.825229782860018e-11,8,Significant
Dclre1a,134.95475747208354,20.86477714349548,2.9505128018487135,7.071576551175159,1.5318325941116892e-12,5.648284547015465e-11,8,Significant
Ifit2,70.39468645301237,-24.93397432130548,3.0814350202954213,-8.091676169408572,5.884919766316732e-16,4.773846914436133e-14,8,Significant
Sfxn2,181.76564067589052,-19.8184653269745,2.5645054714393654,-7.727987149058841,1.092603715439185e-14,6.517059808560786e-13,8,Significant
St8sia6,8.411871337569275,-29.769394529877715,3.9637432103725585,-7.510424603686585,5.893589102748553e-14,2.9880496750935164e-12,8,Significant
Crat,90.95504913659575,-30,3.8708229427449465,-7.7502899108905945,9.168298763521894e-15,5.634336331037091e-13,8,Significant
Tfpi,259.95750772001315,-26.062682025706227,2.479218840497047,-10.512457230472258,7.569514246530056e-26,3.070194978392591e-23,8,Significant
Lcmt2,107.05462351221824,20.31797747454221,2.5870516975288647,7.853719156037668,4.038781169428766e-15,2.650269380150523e-13,8,Significant
Vapb,74.40394072745185,-24.928469273518456,3.5133082524326684,-7.095440389057123,1.289402242184229e-12,5.2298154942992325e-11,8,Significant
Slc16a4,275.9583582861615,-22.892742842416578,2.5868927083625803,-8.849513846636084,8.7901357385345e-19,1.4855329398123304e-16,8,Significant
Ptger3,39.13057019872784,-22.981415842573643,3.0739903832612026,-7.476085796401423,7.65689775443328e-14,3.721038261836059e-12,8,Significant
Ttc39b,117.16824127492224,-25.721461538054488,2.6256510524764196,-9.796222355516331,1.1687510869519366e-22,3.386038863340754e-20,8,Significant
Iffo2,33.094083219738984,-23.804928436203646,3.0882431215313098,-7.708243004002852,1.2756168486114493e-14,7.185974913844498e-13,8,Significant
Abcg3,170.5230272048698,-27.822211555653464,3.5091989390858838,-7.928365430003495,2.22049097047098e-15,1.5528123062466027e-13,8,Significant
Oas2,180.45888798530376,-29.45382319893518,3.262389843396156,-9.02829662082128,1.7436465891685675e-19,3.9290169809265056e-17,8,Significant
Dtx2,4.8417908475682525,-29.837320348835696,4.214958666925906,-7.0789117300163085,1.4529088822514801e-12,5.625865208510092e-11,8,Significant
2210408F21Rik,85.55034254789854,-25.281400928236838,3.0498767248928083,-8.289318949153719,1.1389874395127593e-16,1.00428979449212e-14,8,Significant
Efcc1,143.1772475244982,-25.004693634093208,3.484913870593012,-7.175125286478966,7.224099892457989e-13,3.0521822045635e-11,8,Significant
Hgsnat,68.31664521789374,-24.05539786466263,3.1443342244830106,-7.650394693209754,2.0036336405677728e-14,1.0800493956760467e-12,8,Significant
Zfp866,214.02181629594654,-23.77369046147097,2.2418693339346856,-10.604405038961826,2.8426747601109736e-26,1.4412361033762635e-23,8,Significant
Cdyl2,192.065901103731,-19.1282742142036,2.61018286628125,-7.3283272453074595,2.3304311190820166e-13,1.0741168885223478e-11,8,Significant
Fbxo8,281.7274082348008,-26.9764950739093,2.304278453266669,-11.707133326558676,1.1717462071621481e-31,2.3763013081248367e-28,8,Significant
Ptpn23,51.036790975263735,-25.137593436569322,2.971798876050962,-8.458712882337817,2.7034474174492777e-17,3.368817347473379e-15,8,Significant
Pcsk7,170.0680402252657,21.17142178056944,2.916851662577675,7.258312807672869,3.919483188363892e-13,1.7279808491308636e-11,8,Significant
Il18,61.11870671395371,-29.012482838752312,3.7201596359100297,-7.798719861024256,6.253832017056971e-15,3.9633660408098553e-13,8,Significant
D630023F18Rik,14.119205156390409,-29.58169192987263,2.688503661002428,-11.003032043052112,3.694951373196754e-28,1.8003650565901183e-25,9,Significant
Slc45a3,77.92085260016508,21.63638433298097,2.46296540506482,8.784688688070123,1.5679817308152422e-18,1.4552363777899558e-16,9,Significant
Stx11,83.67193613877274,20.007747371743612,2.2452220535284186,8.911255499339575,5.045788822526434e-19,5.1043808760264126e-17,9,Significant
Prdm4,81.46668607046266,20.40300937238618,2.127044308648759,9.592188225428899,8.623632441601327e-22,1.2005328306200705e-19,9,Significant
Otogl,37.927057820656955,22.701037962515436,2.7055695063590166,8.390484114032262,4.841443550571418e-17,4.2890788545744065e-15,9,Significant
Nlrp3,37.817624920613774,20.78730377144874,1.9111490680619443,10.876861527357834,1.4859124352408723e-27,5.792086672568921e-25,9,Significant
Pik3r5,117.3565228050164,18.879339623717616,2.3029387394185905,8.197933927015345,2.445536997187033e-16,1.906540643007011e-14,9,Significant
Gm15892,27.327433163692277,21.16392224191382,2.93058574805965,7.221737925916865,5.132732033242981e-13,3.226998300900184e-11,9,Significant
Tent4a,53.084778200150126,18.135915760175664,1.9963634452440644,9.084475977247953,1.0419940106418741e-19,1.1946154863182428e-17,9,Significant
Dnah12,44.335157493924896,20.15163850923931,1.933409058167091,10.422853055391935,1.950137719288751e-25,5.429740592705394e-23,9,Significant
Mtrf1,129.4738886724494,20.69148684554285,2.0521097146107357,10.083031476447065,6.56682164907506e-24,1.2753443634918404e-21,9,Significant
Serac1,40.378482282725926,21.9580486712423,3.0254020935578043,7.257894320229061,3.9316252205622935e-13,2.5542458516253033e-11,9,Significant
Xdh,86.21576898229377,21.309643657842482,2.231994515322313,9.54735484856926,1.330499240733175e-21,1.7287620134593054e-19,9,Significant
Lbh,9.506538076789171,18.462708542298156,2.562735803257093,7.204296486135283,5.834429189792169e-13,3.5535320284077934e-11,9,Significant
Nrg2,1002.4697288574088,10.290132958962218,1.3200702866806746,7.795140200327381,6.43370051786858e-15,4.644178633083653e-13,9,Significant
Dclre1a,134.95475747208354,20.95099822120404,2.070056851032354,10.120977214106755,4.45940757994893e-24,9.65709485924496e-22,9,Significant
Vps37c,133.86998933271278,21.7831110952095,2.1738839937980687,10.020365004459812,1.2404398625858681e-23,2.0146810768165474e-21,9,Significant
Crat,90.95504913659575,20.594215856020764,2.6410285939696916,7.797801168470462,6.299516096257501e-15,4.644178633083653e-13,9,Significant
Lcmt2,107.05462351221824,21.42067603197799,1.8252921880173054,11.735477844369596,8.385141234349032e-32,8.171320132873133e-29,9,Significant
I830077J02Rik,105.56164390603189,21.36757362995004,2.2887939850222048,9.335734788617396,1.0029314700882739e-20,1.2216958970012786e-18,9,Significant
Manea,111.13419959314376,22.276999492201394,2.2113330837388925,10.07401356946903,7.197941507650202e-24,1.2753443634918404e-21,9,Significant
Tbc1d2,145.09282845968852,21.73031026563923,1.6838633627892228,12.905031813058882,4.216413315931027e-38,8.217789552749572e-35,9,Significant
Junos,75.82380969960185,18.33252860605624,2.3794070544298176,7.70466262673551,1.311894134618753e-14,9.131720244185534e-13,9,Significant
Hectd3,25.700471907085472,21.829701894733255,2.450817247314399,8.907111257950467,5.237948564419099e-19,5.1043808760264126e-17,9,Significant
Casp9,106.57313703704256,22.514533696177182,2.972401324407392,7.5745268686643135,3.604387937493886e-14,2.4223972724743396e-12,9,Significant
Gm15581,85.12330541923484,22.988864509967268,2.240375522289405,10.261165720323218,1.0542626533780593e-24,2.568447389292297e-22,9,Significant
Alox5,78.65424080128186,21.121643611688704,2.9785943978800735,7.091144610599351,1.3300726693767809e-12,7.855489795804078e-11,9,Significant
Far2,294.24288451931443,20.600354273431133,2.301850432616903,8.949475596470975,3.571750893534748e-19,3.867412495277346e-17,9,Significant
Zfp507,141.6337135874936,21.73504901532678,2.265401207863797,9.594348647770985,8.444879885835942e-22,1.2005328306200705e-19,9,Significant
Brsk1,6.737989805209378,-29.88689913659006,3.5828379713087695,-8.341683150598273,7.324048069545886e-17,5.947737369810387e-15,9,Significant
Zfp790,93.05018447246712,21.07098530646528,1.9761576466050714,10.662603432810158,1.5227413295288106e-26,4.946371418752753e-24,9,Significant
Pcsk7,170.0680402252657,22.634743647617007,2.0472618939907403,11.056105578898341,2.047978645769472e-28,1.3305034602015668e-25,9,Significant
Phka1,21.898548833225657,19.159146384060236,2.294483231324181,8.35009213512674,6.820973735302106e-17,5.780033830479916e-15,9,Significant
